SMILES	prop_1	prop_2	prop_3	prop_4
N#CCC1CCC1	4.2387	0.4803	-2.615573287	7.8316
CC1(CN)CC1F	1.942	0.42582	-2.573131882	6.7455
CC(=C)OC(C)=C	0.702	0.39413	-2.702581364	6.2375
OC1C2CC=CC12	1.644	0.39647	-2.485546896	6.4435
CCOC(=O)C#C	1.931	0.38765	-2.171648751	5.1118
CNC(N)=CC#N	7.1079	0.33237	-2.236847268	5.507
C=NNC=O	3.7652	0.37463	-1.380035514	5.5121
OC1(CNC1)C=O	4.9271	0.36659	-2.187682645	4.3281
CC(CO)CC=C	1.5703	0.41516	-2.926016237	7.2922
NC(CF)CF	1.1858	0.44647	-1.890423907	7.3298
C=COCON=C	0.7797	0.36888	-2.129597785	5.9376
CC1(N)CC1CF	2.1935	0.43072	-2.582162756	7.0759
O=CCC(=O)C=O	2.6443	0.30582	-1.897187159	2.8772
CC1CCC1C=O	3.1423	0.37259	-2.718132274	4.2216
CC(C)CCC#N	3.9788	0.48938	-2.852646103	7.8429
NNC(NN)=NO	2.7465	0.36443	-1.850137398	6.0517
CC(=C)NC(C)=N	2.519	0.35859	-2.636523886	5.6721
CC1OC(=C)C=C1	2.243	0.3335	-2.504923572	5.1476
CC=NOCCO	2.6289	0.38325	-2.377981736	5.9942
OC1CCC1F	2.6785	0.45964	-2.007638596	7.5649
NC(CF)C(F)F	0.692	0.45617	-1.916185958	7.4333
CONC(=O)OC	2.1601	0.42677	-2.094854696	6.9487
CC=CCC1CC1	0.1541	0.41625	-3.004999898	7.3059
N#Cc1nn[nH]n1	5.0104	0.39007	-1.37623002	6.073
CCCC#CC	0.1753	0.43785	-2.530716595	6.7076
CNC(=O)ON=C	4.1447	0.38169	-1.99959747	5.8996
FCC=NN=C	1.9088	0.35007	-1.664776185	4.0623
CCCC(N)CO	3.2434	0.42792	-2.961525479	7.0418
CC(O)C(F)(F)F	2.2114	0.49194	-1.82771828	8.299
CC(CCF)=NN	3.1405	0.37724	-2.372581655	5.9348
OCc1ccon1	2.718	0.39824	-1.976816471	6.6712
OCCCCCO	2.4674	0.45355	-2.842124481	7.5067
OCCOC1CC1	0.4724	0.43872	-2.590168142	7.5112
OC1CC(F)C1	2.2703	0.45637	-2.005562469	7.5443
FCC1(F)CCC1	0.5482	0.50236	-2.333632325	8.7725
NC(CC=C)C#C	1.5512	0.39674	-2.550801603	6.5838
CCCC(N)=N	2.9482	0.40253	-2.403060079	6.3453
FC12CCNC1C2	1.2016	0.40609	-2.360271296	6.4105
CCNN(C)C=O	4.6289	0.40177	-2.531833797	5.7984
CC(=O)NNC=O	3.5558	0.40397	-2.047211555	5.7325
CCC#CC(C)=O	3.7306	0.36428	-2.480413981	4.1706
COC(C)CCN	1.3853	0.42614	-2.942785994	6.6959
O=COCCC#N	3.9464	0.4338	-2.029754556	5.9286
CC1CC(=O)C=C1	3.9457	0.34752	-2.5339137	3.9914
C1CC2COCC12	1.9493	0.44654	-2.672614696	7.9569
Cc1ccn(O)n1	1.5127	0.38661	-2.073972762	6.4519
OCC(F)CC#N	2.4155	0.4732	-2.079384365	7.7673
FCCNCCF	1.7718	0.43213	-2.347805067	6.9983
NC(CF)CC#C	1.2516	0.43453	-2.33193925	6.71
NN=CCO	2.344	0.3686	-1.570827941	5.8863
CC(O)(C#C)C#N	4.9506	0.43739	-2.036805232	6.4235
C=CC1=NNCC1	2.2779	0.31574	-2.397085435	4.9568
CCN(C)CC#N	3.358	0.40637	-2.627759605	6.5151
CNC(=N)NC=N	3.0399	0.38786	-2.2518973	6.0076
COC(CO)=CF	3.3215	0.40318	-2.144416334	6.8963
CC(F)C1CC1N	2.7666	0.41148	-2.579045376	6.5763
CC1COCC1C	1.8537	0.435	-2.947730176	7.7173
NC1CCC2OC12	2.2169	0.42703	-2.514397869	6.8467
CC1(C)CCOC1	1.737	0.4304	-2.94710325	7.5071
CC(C)=CC(N)=O	3.3935	0.3621	-2.562215369	4.9001
CC(NN=C)C=O	1.2395	0.33598	-2.290747796	4.4613
COC=CC1CO1	1.8355	0.40308	-2.36052622	6.9953
Nc1[nH]ccc1F	1.9815	0.38559	-1.986374994	6.421
CC(C)(C)C1CO1	1.7863	0.45941	-2.919217924	8.3378
CC1CC(C)C1F	1.7399	0.48492	-2.792298595	8.8309
N=c1[nH]c(=O)[nH]o1	1.7708	0.39639	-1.614936628	6.5201
COCC#CC	0.9863	0.43288	-2.194947151	6.3358
FCC1OC=CO1	2.0743	0.38251	-1.938653744	6.019
NC(=N)C(F)=CF	4.8803	0.36173	-1.716270973	5.701
O1C=CC=NN=C1	3.5228	0.34273	-1.841377426	4.4065
CCOC=NO	1.2055	0.39873	-1.915696616	6.8257
CC(F)(F)C1CO1	1.2544	0.49425	-2.021741462	8.4718
CC=C(F)C=NO	1.5648	0.33868	-2.019686384	5.6647
FCCOC=O	1.3301	0.43431	-1.729644892	5.9507
CC(C)C(F)(F)F	2.4033	0.54369	-2.144917366	10.241
FC1=CC2CC1O2	1.9809	0.39323	-1.984226992	5.9976
C=Cc1nnn[nH]1	5.7856	0.35591	-1.782556233	5.6492
NC1CC1(O)CF	1.9334	0.41797	-2.264239265	6.789
C=C1CC=CC=C1	0.5013	0.30089	-2.593348111	4.1528
ON(C=N)C=O	3.8535	0.38283	-1.516476075	5.2312
CC(F)C1CC1F	1.7537	0.47963	-2.326024755	8.4063
Oc1nnc(F)o1	2.6047	0.40792	-1.353906586	7.1141
Nc1ccco1	1.626	0.36005	-1.855975502	5.817
CCC1COC=C1	1.1674	0.38563	-2.71933222	6.2896
C#CC1C=CC=C1	0.6236	0.35026	-2.325112211	5.1278
CN(C)CC(N)=O	3.9817	0.38564	-2.568263445	5.7609
COC=NN(C)C	0.403	0.37044	-2.491416254	5.1201
O=CC1=CCOC1	3.3846	0.33141	-2.193949767	3.8763
C=C1CNC(=O)N1	3.3341	0.37371	-2.165674303	6.1054
NCC=C(F)CO	1.5299	0.39935	-2.27056927	6.4354
COC1OCC=C1	2.1784	0.41003	-2.392425139	6.5233
CC=CC1CN1C	1.0758	0.40269	-2.786717854	6.5723
NC1CCCC1	1.2664	0.41864	-2.595501674	6.7137
CC(=C)C(O)C=O	2.0872	0.3587	-2.410016878	4.4982
NN=c1occo1	3.3892	0.35095	-1.764277665	5.6128
CC1NC1C2CN2	2.7329	0.42329	-2.579593063	7.1303
CC1=CN=CC1=O	1.6837	0.28996	-2.089098704	2.5277
CC12CNC(C1)C2	1.387	0.40823	-2.813053863	6.6155
FC(F)C=CC#N	2.6896	0.38051	-1.712199867	6.355
CN(N)C=NO	0.4813	0.36208	-1.795577793	6.1113
ONC(=O)CC=C	3.3495	0.37779	-2.18331164	6.1228
CC1CC1CCN	1.3389	0.42629	-3.031684106	6.7
C#CC1CC1C#N	3.8851	0.42635	-2.125883024	6.3899
OC1CC(=O)C1	3.3165	0.37017	-1.944396942	4.318
CC(=C)CC(N)=O	3.6035	0.38411	-2.55962362	5.7272
O=C1CC=CO1	3.9358	0.38212	-1.761400042	5.7074
Oc1coc(=N)[nH]1	4.2204	0.35414	-1.815976975	5.5139
CCC(=O)C1CO1	3.6785	0.36944	-2.397259644	4.3922
C1CC1OC2CC2	1.1365	0.45396	-2.66730358	7.9928
CC(N)=CC(C)=O	5.771	0.32982	-2.546162014	4.2413
CCN(O)C=NN	3.2435	0.34782	-2.259542354	5.4276
CC1OC1C#N	4.3236	0.45338	-1.819710718	7.2042
NCC1CC1F	2.5059	0.43071	-2.102781752	6.7966
Cn1ncnc1O	2.3995	0.40553	-1.945126783	6.9784
C1C=CC=C1	0.4712	0.35412	-1.876369339	5.2557
CNCCC(C)=O	2.7924	0.36193	-2.746276647	4.5651
CN1CCC1C#C	1.1627	0.40489	-2.538272052	6.3657
CC1=NNCC1=C	1.9532	0.31164	-2.400255885	4.5735
NCC1NC1CF	2.0729	0.43009	-2.365882873	6.8021
Cc1ccc(N)o1	1.3369	0.35574	-2.33173886	5.7202
CNN=COC	1.1389	0.3644	-2.029100397	5.8385
CC1C2NC=NC12	3.0754	0.36728	-2.407655551	5.8107
C1C2C=NN=CN12	4.0601	0.33057	-1.934955894	3.8587
O=C1CNCCN1	4.1524	0.36621	-2.364854202	5.463
C=CN=CNN=C	2.4191	0.32356	-2.174391515	5.1253
Oc1conc1F	4.4171	0.37629	-1.512839635	6.2104
C#CCN1CC1	1.5021	0.42723	-2.058467126	6.5458
CC1(N)CNC1=O	3.53	0.40069	-2.348120361	5.9804
O=C1CNC1C#N	5.6132	0.3675	-1.87878386	4.4526
CCNC(=N)C#C	4.0118	0.36291	-2.372529333	5.7291
CC1OC(=O)C1N	5.3074	0.3935	-2.238143746	5.7484
NCC(O)C1CN1	3.5355	0.41311	-2.51460236	7.0598
FC(=C)CON=C	1.9708	0.38509	-1.995894296	5.9112
CN(C)CC=O	2.9702	0.34941	-2.257583534	4.2646
FC1CN2CC1C2	1.6927	0.43565	-2.344815426	7.3568
FC1COC(=C)C1	0.7372	0.39401	-2.269002024	6.7268
NCCC(N)CF	1.9765	0.41779	-2.606945828	6.7158
N=C1NN=CNO1	2.67	0.35352	-1.647702577	5.1415
CC(C)C(=O)CF	1.3437	0.37967	-2.500261004	4.4625
Cn1cccc1	2.1829	0.38706	-2.169285297	6.3504
Nc1[nH]ncc1F	2.402	0.39671	-1.774117625	6.6477
ON=CN1CCC1	2.1206	0.36372	-2.258198788	5.9679
NCC1OCC1O	0.7369	0.42735	-2.402567476	6.8022
Cc1n[nH]c(=N)[nH]1	2.0945	0.35659	-2.04809266	5.9688
COCC=CF	2.6294	0.42293	-1.986538608	7.4931
N=C1CCCN1	3.2944	0.39365	-2.193452744	6.4173
COCC(O)CF	1.3701	0.46143	-2.377023024	7.8333
CCC(C)=C(F)F	1.7874	0.41687	-2.342034135	7.3923
Nc1nc[nH]c1N	2.5578	0.37114	-2.0595992	5.9861
COC=NN	3.0632	0.36273	-1.560627097	5.8327
CC(C)=CNC=N	3.8336	0.35761	-2.634411285	5.6932
CC1OC1C(F)F	1.6533	0.49185	-2.018447134	8.4093
FCC(=O)OC=C	0.2654	0.37729	-1.968034289	5.9289
CC(C)=CCCF	2.0972	0.40927	-2.790678776	7.1183
CC(=O)CC(N)=O	2.7578	0.38456	-2.275461347	4.6288
C=CCC=CC=O	3.8503	0.3466	-2.490090681	3.8949
NC1COCC1F	2.7399	0.42239	-2.284854136	6.7507
O=CCN1CC1	2.8979	0.37264	-2.019903956	4.2562
C1C2NN=CC12	2.4112	0.35568	-1.909255645	5.3916
CC(F)(CO)C=C	1.3042	0.41861	-2.478876513	7.3488
C1CC2CC1N2	1.4079	0.43106	-2.342728135	7.1002
CC(C)C(O)C#C	1.4829	0.44288	-2.676620866	6.4969
CC(=C)NC=N	2.5771	0.36205	-2.164984562	5.9767
Cc1ccnnn1	5.2042	0.32909	-1.979121214	3.823
CNC(=O)C(N)=O	0.3164	0.33946	-2.09556981	4.4816
O=CNOC=O	3.518	0.39203	-1.42519937	5.4912
CC#CC(=O)NO	3.9028	0.36624	-1.930406383	4.8941
CC=CC(C)=NN	1.711	0.31796	-2.602405094	4.9869
CC(C)(C)CN	1.2608	0.41921	-2.803873401	6.6894
C=Cc1nc[nH]n1	2.8001	0.35329	-2.020677812	5.7929
N#Cc1ccoc1	4.0911	0.36897	-1.89506893	6.0464
CC(=O)C(C)=O	0	0.30665	-1.971693005	2.8874
FCC#CC1CN1	2.6797	0.40606	-2.083615996	6.1097
CC(=N)NNC=N	4.9527	0.3906	-2.222157151	6.4452
COC(C)(C)CF	0.9676	0.44873	-2.692413236	7.9215
CNC(=O)NC=O	5.13	0.39104	-2.086306235	5.28
OC1CCCC=C1	1.8854	0.40454	-2.732022196	6.7915
C=CC(C=C)C=O	2.5912	0.36292	-2.479406219	4.2803
ONC(=N)CC#N	3.2075	0.40704	-1.874298027	6.4055
FC(F)CON=C	2.3821	0.39621	-1.779539307	5.9275
FC1C=CC2NC12	2.4665	0.37547	-2.133834957	5.6261
CC(C#C)C(N)=N	3.0861	0.40424	-2.385229923	6.3738
CC(F)(C#N)C#N	3.6604	0.46665	-1.742276089	7.2255
ONC(=O)C1CN1	3.1002	0.38258	-1.966770674	5.6889
NCC1(CF)CC1	2.6957	0.43003	-2.575739415	6.797
OC1CN(C1)N=C	2.0715	0.35931	-2.264110389	5.821
CN(C)C=NN	1.879	0.34637	-2.14522109	5.474
CNCC1CCC1	0.8267	0.41068	-3.02458525	6.53
NCC(CN)CN	1.4611	0.40881	-2.859059322	6.5942
O=Nc1ccc[nH]1	4.0707	0.27601	-1.861002249	1.817
COC(=O)CC#N	5.601	0.43666	-2.031582055	6.0577
Nn1cc[nH]c1=O	2.7507	0.36552	-1.938119409	6.2364
CN=CNC=NC	2.5525	0.37103	-2.434066211	5.8204
CC(N)=C(F)C=O	6.2886	0.30965	-2.074744346	4.0567
NC1C2CCC1C2	1.2105	0.41683	-2.817179815	6.6432
FC1CCCC1=C	2.1361	0.39872	-2.584319482	6.7822
N#CC1CN=CN1	3.2397	0.39075	-2.016613669	6.177
CCONC=N	3.3862	0.41234	-2.017278826	6.3893
ON=CCC1CN1	1.2321	0.39039	-2.249171164	6.1494
Cc1cc(N)co1	1.4772	0.36029	-2.325780093	5.7852
N#CC1CCC1	4.3761	0.48533	-2.146261265	7.6122
O=c1cn[nH]nn1	4.8725	0.3164	-1.450332484	3.2611
CNC(=N)C=NN	2.9173	0.32991	-2.217854219	5.4523
ON(CC=C)C=O	3.6803	0.38645	-2.170038682	5.7124
NCC(N)CCF	3.4069	0.41512	-2.612428825	6.7943
CNC(=N)CC#C	3.274	0.39857	-2.377844699	6.6068
O=Nc1cn[nH]c1	3.8309	0.27682	-1.640354252	1.6599
FC1C(F)C1C=C	2.417	0.398	-2.077726017	6.7236
CC1CC(C)N1	1.3049	0.41057	-2.566392388	6.6769
CCC1OC1CO	2.2767	0.45917	-2.60722438	7.824
CN1CC1C(O)=O	2.0633	0.39043	-2.220103993	5.7057
CCC1C(C)C1C	0.065	0.45564	-3.238632509	8.199
C1CC1C2CC2	0.1809	0.46725	-2.526146551	8.2627
CCC(C)(C)F	1.851	0.5007	-2.561657914	9.2718
C=CC1=CC=CC1	0.3466	0.30774	-2.591152512	4.3983
NCC(CF)C=C	0.7038	0.39754	-2.579686455	6.6598
CC(=O)C(C)(F)F	0.6508	0.37551	-2.062452995	4.321
CC(F)C(C)=CF	2.185	0.41622	-2.338004402	7.4218
CCNN=CC	1.672	0.3626	-2.351028566	5.802
CCC(=C)C(C)=C	0.6808	0.37293	-3.016525002	6.0021
OCC=CCC#C	1.4436	0.4096	-2.439557266	6.6575
OCC(=N)NC=C	2.3228	0.36203	-2.320672434	5.8864
CC(O)C(=O)C#N	3.4302	0.34173	-2.00421071	3.9101
CCC1NCC1C	1.404	0.40755	-3.032341349	6.6169
OC1CC1C#N	4.8428	0.46282	-1.826334832	7.325
OCC(F)(F)C=C	2.6323	0.42984	-2.025958405	7.617
CC=C(C)C(C)=C	0.6435	0.35063	-3.020804912	5.7713
O=CC(=O)CC#C	0.5949	0.30224	-1.936801497	2.8414
NCCN1CCC1	0.5229	0.40458	-2.816648113	6.7267
OC(=O)C#C	1.6931	0.38882	-1.24481376	5.0638
CCC(C)=CC=C	0.8779	0.34261	-3.019245734	5.6419
CNCC1CN1C	0.8358	0.41535	-2.803606193	6.5826
CONC(N)=O	3.8755	0.42494	-1.753648839	6.705
OC12CCCC1C2	1.3677	0.44802	-2.720360776	7.5896
COC(=O)NC=C	2.3769	0.3799	-2.249989969	6.3907
Cc1coc(=O)[nH]1	5.5023	0.38535	-2.055547856	6.4927
CC(=N)NO	3.6617	0.38966	-1.568092049	6.4379
CC(OC=O)=CF	2.1739	0.38846	-1.967009848	5.8751
CON(C=N)C=O	4.2123	0.37993	-1.973273896	5.2054
CC(=CC=C)C#N	4.5375	0.32466	-2.394794464	5.2788
Cn1cnc(O)c1	3.3608	0.36848	-2.143802336	5.9333
FC1(CNC1)C=O	3.9843	0.36504	-2.046386385	4.312
CN(C)C(=N)NO	4.5411	0.39719	-2.29366135	6.3898
CCO	1.7066	0.46312	-1.284319124	7.5697
CC(=C)CNC=O	3.4729	0.40435	-2.544101186	5.7689
FC=CC(F)C#N	3.2949	0.40944	-1.692659141	7.1368
ONC(C=C)=NO	1.0583	0.32591	-1.906397667	4.9549
FCCCNC=O	2.5624	0.41151	-2.317008088	5.773
C=C(NC=N)C=O	2.8346	0.30487	-2.112657694	4.1737
CC=CCC(F)F	2.5537	0.41724	-2.347538808	7.3258
N=C1NNC2CC12	2.7318	0.37339	-2.180170445	5.9075
CC(C)C(=C)C#C	0.5339	0.36803	-2.763858218	5.6983
CC=C(CN)CN	1.164	0.39539	-2.834174278	6.4516
CNC(C)C(C)O	2.5631	0.41987	-2.954249316	6.7384
Fc1cnno1	2.5681	0.38172	-1.147831287	5.8307
NC(CF)C#C	2.0736	0.42345	-1.855260527	6.5547
CNCC=C(C)C	1.2259	0.39529	-3.032100951	6.3114
COCC=CC	1.0989	0.4161	-2.444735004	7.0666
O=CC1OCC=C1	3.2934	0.349	-2.188653171	4.1266
OCc1cnon1	4.4493	0.39427	-1.747707591	6.0529
ONC(NO)=NO	1.5888	0.37234	-1.578336542	6.1488
FC1=C(F)COC1	0.772	0.41661	-1.792125761	6.4769
COC(C)C	1.2064	0.45096	-2.211825825	7.769
CC1CN(O)C1=O	3.8618	0.37827	-2.182663563	5.7253
ON1CCCN=C1	2.9149	0.37913	-2.28320029	5.6018
CCCN(C)CC	0.5307	0.40075	-3.253563407	6.6176
FC1COC1	1.1837	0.45978	-1.521594442	7.331
OCC1C=CC=C1	1.5736	0.3499	-2.497080654	5.1508
COC1CC1OC	1.7634	0.42779	-2.576158343	7.4309
CC(C=C)N1CC1	1.0773	0.40191	-2.785606951	6.6772
C1CC2(CC2)CO1	1.5395	0.4543	-2.703653744	7.805
CC=CCCC#N	4.5516	0.41599	-2.620447902	7.3323
CC=C(CN)C#C	2.2398	0.36135	-2.556452785	5.6583
NCC=CC1CN1	2.7848	0.38012	-2.588184801	6.3592
CCC(C)C(C)O	1.5655	0.45088	-3.163345776	7.5694
CC1C(N)C1F	2.6152	0.41152	-2.102983873	6.6455
CC(C)(C=C)C#C	0.6585	0.42635	-2.756637786	6.7692
NC(=O)NCCF	2.5178	0.42649	-2.14114449	6.9019
CCC1C(C)C1N	1.2725	0.40972	-3.031674667	6.5384
OCCC(F)C=O	1.7528	0.37254	-2.176586898	4.2144
FC1CC1NC=O	3.4136	0.40312	-2.071366322	5.6027
CCCOC	1.0618	0.45352	-2.208167574	7.6778
Cn1ccc(O)n1	3.2773	0.37762	-2.123712336	6.2515
CC(N)C(F)(F)F	3.2854	0.44048	-1.937507275	7.0767
CC1(O)COC=C1	2.086	0.3942	-2.409281645	6.5055
OC(C=C)C(F)F	0.6867	0.42655	-2.027681545	7.3824
CC12CC(CN1)C2	1.2632	0.40714	-2.814832867	6.5503
COC(C)CCO	2.2859	0.44744	-2.831200459	7.5521
CC(N)=CC=NN	2.7712	0.30032	-2.409765381	4.8094
Fc1ccoc1	1.1067	0.38473	-1.58698261	6.316
CC1NC1CC=O	1.1324	0.3712	-2.505813974	4.3909
N#CCCCC#N	4.253	0.48161	-2.223635719	7.8163
CNC(C)C#N	3.1343	0.41876	-2.167930633	6.7471
OCCNNC=N	4.4585	0.406	-2.307306711	6.4656
FC(F)C(=C)C=O	3.2864	0.34741	-1.817159803	3.8809
OC1CC(F)(F)C1	2.6633	0.46242	-2.03542499	7.6135
CNC(C)CC#N	4.1477	0.41029	-2.638081158	6.5845
C1CNC1	1.297	0.41617	-1.618082727	6.5487
Oc1c[nH]nc1O	3.4443	0.36737	-1.811393328	6.0215
OC1(CC1)C(F)F	0.9782	0.47829	-2.024522693	8.1741
CON=C(C)CF	1.7261	0.39069	-2.233832317	5.9829
CC(=C)CCF	1.3648	0.41485	-2.319469588	7.1806
FCC=C(F)C#N	2.8744	0.3735	-1.695377588	6.3184
C1COC2(C1)CC2	1.5035	0.43351	-2.706478614	7.4885
C=CC1CNN=C1	2.31	0.36482	-2.382903224	5.7187
CC(C#N)C(C)=C	4.3294	0.41736	-2.619399742	7.354
FCC1OCC1=O	2.4043	0.37504	-1.939787966	4.3644
O=CC#CCC#C	3.6335	0.3611	-1.975558877	3.9639
NN=CC(O)CF	1.3071	0.37159	-2.053738525	5.9846
C1CC2CCC2N1	1.2929	0.412	-2.822056304	6.6249
OC1CC1C=C	1.4169	0.40389	-2.218415414	6.9967
CC(=C)C=NN=C	0.6697	0.33294	-2.372258138	3.8544
OCCNCC#C	1.7653	0.40941	-2.459143129	6.4863
Cc1cnc(N)[nH]1	3.4943	0.36909	-2.266938107	5.9702
N#CC1CC=NO1	4.8989	0.39877	-1.853169065	6.2778
CC12CC=CC1O2	1.9526	0.3984	-2.487385254	6.2196
NC1CC1CF	3.0042	0.4258	-2.104478214	6.7912
FCC=CC=O	4.3307	0.349	-1.795573527	3.8879
CC(CN)C#C	1.2461	0.42552	-2.318096967	6.7286
CC=C(CF)C#C	1.9408	0.35905	-2.303804185	5.6043
FCC1CO1	3.0703	0.49097	-1.51856392	8.3262
CCC1COC1=O	4.2759	0.42466	-2.439223863	5.9646
FC(F)CCC=C	2.2504	0.42321	-2.34387602	7.4802
FCCC1COC1	3.0574	0.44048	-2.458800879	7.3706
CC#CC(C)CF	2.0809	0.448	-2.543199625	6.7003
CC(F)(F)CN	3.1165	0.43437	-1.909105732	6.8904
CC(F)C=NO	1.7853	0.40463	-1.776953178	6.0256
C=NNC1CNC1	2.1041	0.35502	-2.365120506	5.7644
CC#CC(O)C#C	2.1127	0.41827	-2.189632726	6.2637
Nc1c[nH]c(=N)[nH]1	4.142	0.34299	-2.047883663	5.3952
c1ccccc1	0	0.3912	-2.176319528	5.5677
C1NC1CC2CN2	0.7352	0.43306	-2.57570491	7.2328
NC12CNC(C1)C2	1.3928	0.39695	-2.608932307	6.5219
CC1CNC(C)C1	0.8789	0.40967	-3.061169774	6.5734
CCN=CNC=C	1.2269	0.36205	-2.627360569	5.9149
FCC1CN1C=O	2.3587	0.39192	-2.054055612	5.2464
COC(=NN)C#C	2.5425	0.3264	-2.023060624	5.3414
NCC(=C)C(N)=O	2.231	0.3501	-2.350688163	5.0388
CC(=CF)C#N	2.9853	0.37909	-1.695967699	6.4981
CNN=CNO	3.5582	0.35143	-1.78406442	5.5072
CC(C)NCCO	2.891	0.41973	-2.952990366	6.8698
NC(=O)CCC=C	3.6631	0.40591	-2.553044311	5.842
CC(C)CCF	2.0345	0.50353	-2.550137348	9.4047
Cc1nnnn1N	5.3671	0.40117	-1.787667462	5.9145
CC(OC=C)=NN	1.9315	0.35994	-2.284910863	5.9657
CC(C)(F)C#C	1.924	0.46068	-2.069243397	6.4464
CC1(CCF)CO1	1.6205	0.46754	-2.464668255	8.2624
NN=CC#CCO	2.9534	0.32412	-2.027668489	5.1891
NC(C#C)C1CN1	2.2138	0.42294	-2.33632501	6.6514
CC=C(C)C(C)O	1.7326	0.40864	-2.93363809	7.164
FC(C=O)=CC#C	3.5445	0.31709	-1.780823984	3.6019
CN(O)C=N	3.586	0.39727	-1.551526153	6.2734
OCC(C=O)C#N	2.9515	0.37807	-2.000941735	4.3798
CNc1nn[nH]n1	2.4119	0.34008	-1.814070777	5.6284
C=CCCC1CO1	1.8246	0.41721	-2.681738303	7.3955
COCC(=C)CO	3.203	0.41181	-2.598607405	6.5157
CC(C#C)C#N	3.9034	0.45283	-1.88885042	6.6871
CC1NCC1=O	2.646	0.36498	-2.046117131	4.3329
O=C1CCC=CC1	2.9715	0.37634	-2.530445032	4.3853
Cc1cocn1	1.3955	0.39024	-1.865813705	6.4006
CN(C)N=CNN	0.9353	0.35794	-2.382693385	5.1411
CC(N)CC1CO1	0.6259	0.43139	-2.713580903	6.8884
CC(O)C#C	1.4741	0.44803	-1.737181573	6.5185
CC=COCCO	1.735	0.40786	-2.610235048	7.0772
OC(C=CF)C#N	2.4355	0.40797	-1.839618786	7.2538
CNC1CC1O	1.7304	0.39579	-2.23551367	6.4146
CC(=C)C(F)=C	1.6458	0.35629	-2.097309658	5.9104
CCON(C)C=N	3.6454	0.39364	-2.481233926	6.2998
C1ON=CC2OC12	3.6858	0.36707	-1.92008677	5.1167
OCCNCC=C	1.419	0.38893	-2.712803218	6.2346
CN1C=CCN=C1	3.0631	0.34193	-2.415798996	4.6775
FCCN1CCC1	2.1825	0.4183	-2.564901256	6.8529
CNC1(C)CNC1	1.5714	0.4056	-2.817084654	6.5294
OCCC(O)CO	2.208	0.44181	-2.533391187	7.4756
CCC(C)=COC	1.1841	0.38769	-2.921415602	6.5943
CN(CC=C)N=C	2.0085	0.35733	-2.570125764	5.8373
CC(N)(C=C)C#C	1.6143	0.41103	-2.548041305	6.6443
FCC(=CF)C=O	3.4162	0.35311	-1.807620314	4.0832
FC(C#C)C1CC1	1.9547	0.45408	-2.291479695	6.3942
COC=CC#CC	1.9139	0.34249	-2.446538887	5.4362
CON=CC(C)F	1.8214	0.38741	-2.232068212	5.9003
CCCC(C)C=O	2.8817	0.37725	-2.951050513	4.3034
Cn1nccc1O	2.8181	0.3935	-2.122921748	6.4079
N#CC=CN1CC1	5.1938	0.36902	-2.162043369	5.4748
FC(F)C(=C)C#C	2.2789	0.36558	-1.856023942	5.5023
CC1=CCOC1=O	4.7839	0.38372	-2.241858594	5.231
FCCC(=O)C=O	0.8988	0.30636	-1.96760081	2.8411
CCN(N)C(C)=N	4.7635	0.388	-2.627690748	6.3914
CC1CN1C(C)=N	3.2477	0.40245	-2.614585648	6.1211
NN=CC(=C)C#C	2.2317	0.31336	-2.113298367	5.1855
CC(CN)C1CO1	0.5884	0.43011	-2.711988711	6.7758
CC1CNC1CF	1.8638	0.42319	-2.576134833	6.6978
ON=CC1CC1F	1.1657	0.38274	-2.002643761	6.0791
CC1CN(C)C1C	0.859	0.39595	-3.026140788	6.5061
ON1C=NC2CC12	2.789	0.37333	-2.037640207	5.8343
CC(C)(O)C1CC1	1.568	0.44317	-2.928191355	7.5117
CC1COCOC1	1.9586	0.45573	-2.631521367	8.1399
CC(F)C(F)CO	1.5054	0.47975	-2.254984724	7.9703
C=C1CNC(=N)C1	3.4026	0.3711	-2.428699301	6.1461
NC1COC(=C)C1	2.2379	0.39082	-2.521871644	6.724
CNC(=N)C#N	5.7527	0.34986	-1.752100611	5.6381
CONC(=O)C=C	3.3432	0.35497	-2.166480522	4.7205
CC1CC1CC#C	0.7458	0.45778	-2.752698942	6.7204
ON=C1CNC=C1	2.6415	0.31119	-2.071654444	4.7246
CC1(CCN)CO1	2.8134	0.42731	-2.715903975	6.7542
C=Cc1cc[nH]n1	2.4272	0.3483	-2.208632084	5.6365
C=NOC(=O)C#C	3.7089	0.38125	-1.69212842	5.0123
CNC(CN)CN	1.0944	0.39825	-2.854605557	6.6292
CNC1CC1(C)C	1.0003	0.39136	-3.024027491	6.289
CNN=CCN	0.8166	0.35633	-2.142133268	5.76
OCc1cn[nH]c1	2.1391	0.39904	-2.118896317	6.6799
CC1C(F)C1CF	1.087	0.48334	-2.321603522	8.4407
CCCC=CC#C	1.2157	0.36273	-2.763048863	5.7014
CNC(C=O)=NC	0.3347	0.29121	-2.322012585	3.2871
COC1CCC1=O	2.4416	0.34414	-2.39652546	4.0444
CN(C=O)C1CC1	4.1292	0.39417	-2.525645713	5.6794
Fc1c[nH]nc1F	3.8602	0.39503	-1.512043147	6.6152
Nn1[nH]cnc1=O	5.5171	0.34117	-1.705620726	5.312
Fc1ccc[nH]1	1.8354	0.3934	-1.716143826	6.6029
NCC#CCC=C	1.3408	0.40073	-2.552923503	6.404
